date,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max,Median Peak SWE
01-05,,1.4,1.4,3.4,1.1,1.8,1.0,1.9,3.3,2.4,3.2,4.4,1.2,4.6,4.2,2.1,3.7,2.9,3.2,1.7,0.8,1.6,2.6,0.3,1.11,1.63,3.2,4.15,0.8,2.4,2.25,4.6,
01-06,,1.4,1.4,3.5,1.2,1.9,1.1,1.8,3.4,2.4,3.2,4.3,1.2,4.6,4.3,2.1,3.8,2.9,3.2,1.7,1.0,1.9,2.6,0.3,1.2,1.73,3.2,4.25,1.0,2.4,2.25,4.6,
01-07,,1.4,1.3,3.6,1.2,1.9,1.1,1.8,3.4,2.5,3.2,4.2,1.2,4.6,4.3,2.1,3.9,2.9,3.2,1.6,0.9,2.1,2.6,0.3,1.2,1.66,3.2,4.17,0.9,2.5,2.3,4.6,
01-08,,1.1,1.3,3.6,1.2,1.9,1.0,1.7,3.4,2.5,3.2,4.2,1.2,4.6,4.3,2.2,3.9,2.9,3.2,1.6,1.0,2.0,2.6,0.5,1.11,1.63,3.2,4.17,1.0,2.5,2.35,4.6,
01-09,,1.0,1.3,3.5,1.4,2.1,0.8,1.8,3.3,2.5,3.4,4.2,1.2,4.6,4.3,2.2,3.9,2.8,3.2,1.6,1.0,1.8,2.6,0.5,1.02,1.66,3.27,4.17,0.8,2.5,2.35,4.6,
01-10,,1.0,1.3,3.4,1.4,2.1,0.9,1.8,3.2,2.5,3.4,4.3,1.1,4.6,4.3,2.2,4.2,2.8,3.2,1.8,1.1,1.9,2.6,0.5,1.1,1.8,3.2,4.29,0.9,2.5,2.35,4.6,
01-11,,1.0,1.3,3.4,1.4,2.2,1.3,1.8,3.2,2.5,3.4,4.7,1.4,4.5,4.3,2.2,4.2,2.9,3.2,1.8,1.1,2.0,2.6,0.5,1.3,1.8,3.2,4.29,1.0,2.5,2.35,4.7,
01-12,,1.0,1.3,3.4,1.4,2.2,1.4,1.8,3.2,2.5,3.3,4.8,1.6,4.6,4.5,2.2,4.3,2.9,3.2,1.8,1.1,2.1,2.6,0.5,1.31,1.8,3.2,4.48,1.0,2.5,2.35,4.8,
01-13,,0.9,1.3,3.4,1.4,2.3,1.4,1.8,3.6,2.5,3.3,4.8,1.7,4.6,4.5,2.2,4.4,3.0,3.3,1.8,1.0,1.9,2.6,0.5,1.31,1.8,3.3,4.49,0.9,2.5,2.4,4.8,
01-14,,0.9,1.5,3.4,1.8,2.3,1.5,1.8,3.6,2.5,3.4,4.8,1.7,4.8,4.5,2.2,4.4,3.0,3.3,1.8,1.0,1.7,2.6,0.5,1.5,1.8,3.37,4.49,0.9,2.5,2.4,4.8,
01-15,,0.9,1.5,3.4,1.8,2.3,1.5,1.9,3.6,2.5,3.5,4.8,1.8,5.1,4.5,2.2,4.5,3.0,3.3,1.9,1.1,1.7,2.5,0.8,1.5,1.83,3.37,4.5,0.9,2.5,2.4,5.1,
01-16,,0.9,1.5,3.4,1.9,2.3,1.6,2.0,3.5,2.5,3.5,5.0,1.9,5.0,4.5,2.2,4.5,3.0,3.3,1.9,0.9,1.8,2.5,0.8,1.51,1.9,3.37,4.5,0.9,2.5,2.4,5.0,
01-17,,0.9,1.5,3.4,2.0,2.3,1.6,2.0,3.5,2.5,3.4,5.0,1.9,5.0,4.5,2.2,4.5,3.2,3.3,1.9,0.9,1.9,2.5,0.8,1.51,1.93,3.37,4.5,0.9,2.5,2.4,5.0,
01-18,,0.9,1.5,3.4,2.1,2.3,1.6,2.0,3.5,2.5,3.4,4.9,1.9,5.0,4.4,2.3,4.5,3.2,3.3,1.9,0.9,1.8,2.5,0.8,1.51,1.93,3.37,4.49,0.9,2.5,2.4,5.0,
01-19,,0.9,1.5,3.4,1.7,2.3,1.7,2.1,3.5,2.5,3.4,4.9,1.9,5.0,4.4,2.3,4.5,3.1,3.3,1.9,1.0,1.6,2.5,0.9,1.51,1.9,3.37,4.49,0.9,2.5,2.4,5.0,
01-20,,0.9,1.4,3.4,1.0,2.1,1.7,2.2,3.5,2.5,3.6,4.9,1.9,5.0,4.4,2.3,4.5,3.6,3.3,1.9,1.0,1.7,2.5,1.0,1.04,1.9,3.47,4.49,0.9,2.5,2.4,5.0,
01-21,,0.9,1.4,3.4,0.5,2.2,1.9,2.2,3.5,2.4,3.6,4.9,1.9,5.0,4.2,2.2,4.5,3.6,3.3,1.9,1.0,1.8,2.5,1.0,1.04,1.9,3.47,4.47,0.5,2.4,2.3,5.0,
01-22,,1.3,1.4,3.4,0.0,2.2,1.9,2.2,3.5,2.4,3.6,4.9,1.9,5.0,4.2,2.2,4.4,3.6,3.9,1.9,1.1,1.8,2.5,0.9,1.31,1.9,3.57,4.38,0.0,2.4,2.3,5.0,
01-23,,1.3,1.6,3.4,0.0,2.2,1.9,2.3,3.4,2.7,3.6,4.9,1.9,5.1,4.2,2.2,4.4,3.6,3.9,2.0,1.1,1.9,2.5,0.9,1.33,1.93,3.54,4.38,0.0,2.7,2.4,5.1,
01-24,,1.4,1.8,3.4,0.0,2.2,1.9,2.3,3.3,2.7,4.1,4.9,1.9,5.2,4.2,2.2,4.5,3.6,4.5,2.0,1.1,1.9,2.5,0.9,1.44,1.93,3.54,4.5,0.0,2.7,2.4,5.2,
01-25,,1.4,1.8,3.4,0.0,2.2,1.9,2.3,3.5,2.7,4.1,4.9,1.9,5.2,4.2,2.2,4.5,3.7,4.6,1.9,1.2,2.1,2.6,0.9,1.44,1.96,3.64,4.59,0.0,2.7,2.45,5.2,
01-26,,1.4,1.8,3.4,0.0,2.2,1.9,2.3,3.8,2.7,4.1,4.9,1.9,5.1,4.1,2.2,4.5,3.6,4.6,2.0,1.1,2.1,2.6,0.9,1.44,2.03,3.74,4.59,0.0,2.7,2.45,5.1,
01-27,,1.4,1.4,3.4,0.0,2.2,1.9,2.3,3.8,2.7,4.1,4.8,1.9,5.6,3.9,2.2,4.5,3.6,4.6,2.0,1.1,2.4,2.6,0.9,1.4,2.06,3.74,4.59,0.0,2.7,2.5,5.6,
01-28,,1.6,1.5,3.4,0.0,2.2,1.9,2.3,4.0,2.7,4.1,4.8,2.3,5.6,3.7,2.2,4.5,3.6,5.2,2.0,1.1,2.4,3.4,0.9,1.51,2.2,3.67,4.77,0.0,2.7,2.55,5.6,
01-29,,1.7,1.5,3.5,0.0,2.2,1.9,2.3,4.0,2.7,4.0,4.8,2.3,5.7,3.5,2.2,4.5,3.6,5.4,2.0,1.1,2.5,3.7,0.9,1.52,2.2,3.67,4.77,0.0,2.7,2.6,5.7,
01-30,,1.7,1.5,3.5,0.0,2.2,1.9,2.4,4.0,2.7,4.0,4.8,2.3,5.7,3.5,2.2,4.5,3.6,5.4,2.0,1.1,2.5,3.9,0.9,1.52,2.2,3.81,4.77,0.0,2.7,2.6,5.7,
01-31,,1.8,1.5,3.4,0.0,2.2,1.9,2.3,4.0,2.7,4.0,4.8,2.4,5.7,3.0,2.4,4.5,3.9,5.4,2.1,1.2,2.5,3.9,0.9,1.53,2.23,3.9,4.77,0.0,2.7,2.6,5.7,
02-01,,1.8,1.5,3.3,0.0,2.2,2.1,2.3,3.9,2.7,4.1,4.6,2.4,5.9,3.7,2.4,5.0,3.9,5.4,2.0,1.3,2.4,4.1,0.9,1.53,2.23,3.9,4.96,0.0,2.7,2.55,5.9,
02-02,,1.8,1.9,3.3,0.0,2.2,2.1,2.3,3.9,2.7,4.1,4.5,2.4,5.8,3.7,2.7,5.1,3.9,5.4,1.8,1.3,2.5,4.1,0.9,1.8,2.23,3.9,5.04,0.0,2.7,2.7,5.8,
02-03,,1.8,2.9,3.5,0.0,2.1,2.2,2.3,3.9,2.7,4.1,4.5,2.4,5.9,3.8,2.7,5.2,3.9,5.4,3.1,1.2,2.8,4.1,0.9,1.83,2.49,3.9,5.13,0.0,3.1,3.0,5.9,
02-04,,1.9,3.0,3.5,0.0,2.1,2.2,2.3,3.9,2.8,4.2,4.5,2.4,5.9,3.9,2.7,5.4,3.9,5.4,3.3,1.5,2.6,4.1,1.8,1.92,2.46,3.9,5.31,0.0,3.3,3.15,5.9,
02-05,,1.9,3.2,3.6,0.0,2.0,2.2,2.4,3.9,2.8,4.3,4.5,2.4,5.9,3.8,2.7,5.4,4.0,5.2,3.4,1.5,2.8,4.1,1.8,1.91,2.49,3.97,5.13,0.0,3.4,3.3,5.9,
02-06,,1.9,3.6,3.6,0.3,2.0,2.2,2.5,3.9,2.8,4.4,4.5,2.4,5.9,3.5,2.7,5.4,4.2,5.3,3.4,2.2,2.6,4.1,1.9,2.02,2.53,4.04,5.22,0.3,3.5,3.45,5.9,
02-07,,1.9,3.6,3.6,0.3,2.0,2.1,2.5,3.9,2.8,4.5,4.6,2.4,6.0,2.7,2.6,5.6,4.3,5.4,3.6,2.2,2.7,4.1,1.9,2.01,2.53,4.04,5.32,0.3,3.6,3.2,6.0,
02-08,,1.9,3.9,3.6,0.3,2.0,2.1,2.4,3.9,2.9,4.6,4.6,2.4,6.1,1.8,2.6,5.8,4.4,5.4,3.7,2.3,2.6,4.1,2.0,1.91,2.4,4.04,5.32,0.3,3.6,3.25,6.1,
02-09,,1.9,4.2,3.6,0.5,2.0,2.1,2.4,3.9,2.8,4.6,4.7,2.4,6.3,1.7,2.6,5.8,4.2,5.5,4.1,2.4,2.6,4.1,2.0,1.91,2.4,4.17,5.42,0.5,3.6,3.2,6.3,
02-10,,1.9,4.3,3.6,0.5,2.9,2.1,2.4,3.9,2.8,4.6,4.8,2.8,6.6,1.5,2.6,5.2,4.2,5.5,4.2,2.5,2.7,4.1,2.3,1.92,2.63,4.2,5.16,0.5,3.6,3.25,6.6,
02-11,,1.9,4.3,3.6,0.5,2.9,2.2,2.4,3.9,2.8,4.6,5.1,3.1,6.7,1.5,2.5,5.0,4.4,5.5,4.3,2.5,2.7,4.1,2.3,1.93,2.56,4.3,5.09,0.5,3.6,3.35,6.7,
02-12,,1.9,4.3,3.6,0.5,3.0,2.2,2.5,3.9,2.9,4.7,5.1,3.1,6.7,1.5,2.5,5.0,4.4,5.5,4.3,2.6,3.2,4.1,2.3,1.93,2.69,4.3,5.09,0.5,3.6,3.4,6.7,
02-13,,1.9,4.3,3.8,0.5,3.0,2.3,2.5,3.9,3.0,4.7,5.0,3.1,6.7,1.1,2.5,4.8,4.3,5.5,4.8,2.8,3.2,4.1,2.3,1.94,2.86,4.3,4.98,0.5,3.8,3.5,6.7,
02-14,,1.9,4.3,3.7,0.6,3.0,2.3,2.6,4.0,3.2,4.7,5.0,3.1,6.6,1.1,2.4,4.8,4.5,5.5,4.8,2.8,3.2,4.1,2.3,1.94,2.86,4.44,4.98,0.6,3.7,3.45,6.6,
02-15,,1.9,4.6,3.7,1.2,3.3,2.4,2.6,4.0,3.2,4.6,5.0,3.5,6.6,1.0,2.4,4.9,4.9,5.5,4.8,2.9,3.4,5.3,2.3,1.95,2.99,4.74,5.27,1.0,3.7,3.6,6.6,
02-16,,1.9,4.6,3.7,1.2,3.4,2.4,2.7,4.0,3.3,4.5,5.0,3.5,6.6,1.4,2.4,4.9,5.2,5.5,4.8,2.9,3.7,5.3,2.6,1.95,3.02,4.74,5.29,1.2,3.7,3.7,6.6,
02-17,,1.9,4.6,3.7,1.2,3.5,2.4,3.1,4.0,3.3,4.5,5.0,3.5,6.5,1.8,2.3,4.9,5.2,5.5,4.9,2.9,4.0,5.4,2.6,1.94,3.16,4.81,5.38,1.2,3.7,3.85,6.5,
02-18,,1.9,4.6,3.7,1.2,3.5,2.4,3.2,4.0,4.0,4.5,5.0,3.5,6.5,1.8,2.1,4.9,5.4,5.5,4.9,3.1,4.0,5.4,2.7,1.92,3.29,4.81,5.4,1.2,4.0,4.0,6.5,
02-19,,1.9,4.5,3.7,1.2,3.5,2.4,3.2,4.0,4.0,4.2,5.0,3.5,6.5,1.8,1.8,4.8,6.0,5.5,4.9,3.1,4.0,5.4,2.8,1.81,3.29,4.71,5.49,1.2,4.0,4.0,6.5,
02-20,,1.9,4.5,3.7,1.2,3.5,2.4,3.1,4.0,4.2,4.3,5.0,3.5,6.6,1.8,1.8,4.8,6.0,5.5,4.9,3.1,4.1,5.5,2.8,1.81,3.22,4.71,5.5,1.2,4.0,4.05,6.6,
02-21,,1.9,4.5,3.6,1.2,3.6,2.4,3.1,4.4,4.2,4.5,5.0,3.6,6.6,2.3,1.8,4.7,6.0,5.5,4.9,3.1,4.4,5.5,2.8,1.94,3.25,4.64,5.5,1.2,4.2,4.3,6.6,
02-22,,1.9,4.5,3.6,1.3,3.6,2.5,3.1,4.4,4.2,4.5,5.2,3.6,6.9,2.6,1.8,4.7,6.0,5.6,4.9,3.0,4.5,5.8,2.8,1.96,3.25,4.64,5.78,1.3,4.2,4.3,6.9,
02-23,,1.9,4.5,3.6,1.3,3.6,2.5,3.1,4.4,4.2,4.6,5.4,3.6,7.0,2.6,1.8,5.0,6.0,5.7,4.9,3.0,4.8,6.1,2.8,1.96,3.25,4.87,5.97,1.3,4.2,4.3,7.0,
02-24,,1.9,4.6,3.6,1.3,3.7,2.9,3.1,4.4,4.2,4.7,5.4,3.7,7.1,2.7,1.7,5.4,6.1,5.8,4.9,3.3,4.8,6.2,2.8,1.98,3.39,4.87,6.07,1.3,4.2,4.3,7.1,
02-25,,1.9,4.7,3.6,1.3,3.9,2.9,3.4,4.4,4.2,4.7,5.3,3.7,7.2,2.7,1.7,5.4,6.1,5.9,5.4,3.3,4.8,6.2,2.8,1.98,3.46,5.15,6.08,1.3,4.2,4.3,7.2,
02-26,,2.2,4.8,3.7,1.3,4.0,2.9,3.4,4.5,4.2,4.8,5.3,3.7,7.5,2.9,1.7,5.4,6.1,6.3,5.4,3.4,4.9,6.2,2.8,2.27,3.49,5.18,6.19,1.3,4.2,4.35,7.5,
02-27,,2.2,4.8,3.8,1.3,4.0,2.9,3.4,4.6,4.3,4.8,5.0,3.7,7.6,2.9,1.7,5.4,6.3,6.9,5.4,3.4,5.0,6.2,3.2,2.27,3.49,5.0,6.29,1.3,4.3,4.45,7.6,
02-28,,2.3,4.8,3.8,1.3,3.9,2.9,3.5,4.6,4.3,4.8,4.9,3.7,7.7,3.0,1.7,5.3,6.3,7.0,5.4,3.3,5.2,6.2,3.2,2.36,3.56,5.11,6.29,1.3,4.3,4.45,7.7,
02-29,,,,5.5,,,,3.6,,,,4.9,,,,1.7,,,,5.4,,,,3.4,2.36,3.56,5.11,6.29,1.3,4.6,4.45,7.7,
03-01,,2.3,4.8,5.9,1.3,3.6,2.9,3.6,4.6,4.3,4.8,5.0,3.7,8.2,3.0,1.7,5.2,6.3,7.6,5.5,3.4,4.9,6.2,3.5,2.36,3.6,5.14,6.29,1.3,4.6,4.7,8.2,
03-02,,2.4,4.9,5.8,1.3,3.6,2.9,3.6,4.6,4.3,4.8,5.1,3.7,8.2,3.0,1.7,5.2,6.3,7.6,5.5,3.4,4.9,6.2,3.6,2.45,3.6,5.17,6.29,1.3,4.6,4.7,8.2,
03-03,,2.7,5.0,5.6,1.3,3.6,2.8,3.6,4.6,4.3,4.8,5.3,3.6,8.2,3.5,1.7,5.2,6.4,7.6,5.5,3.4,4.8,6.2,3.6,2.71,3.6,5.27,6.38,1.3,4.6,4.7,8.2,
03-04,,2.7,5.1,5.6,1.3,3.6,2.8,3.7,4.6,4.3,5.5,5.6,3.7,8.3,3.6,1.5,5.3,6.5,7.6,5.5,3.4,4.8,6.2,3.6,2.71,3.63,5.5,6.47,1.3,4.6,4.7,8.3,
03-05,,2.8,5.1,5.6,1.3,3.6,2.8,4.1,4.6,4.2,5.5,5.6,3.7,8.4,3.7,1.5,5.3,7.0,7.6,5.5,3.4,4.8,6.2,3.6,2.8,3.7,5.5,6.92,1.3,4.6,4.7,8.4,
03-06,,2.8,5.3,5.8,1.3,3.6,2.9,4.1,4.5,4.2,5.7,5.3,3.7,8.3,3.7,1.2,5.5,7.0,7.6,5.5,3.3,4.8,6.4,3.9,2.81,3.7,5.5,6.94,1.2,4.5,4.65,8.3,
03-07,,2.8,5.8,5.9,1.3,3.6,2.9,4.1,4.5,4.2,5.7,5.9,3.7,8.1,3.7,0.8,5.6,7.0,7.6,5.5,3.3,4.7,6.4,3.9,2.81,3.7,5.77,6.94,0.8,4.5,4.6,8.1,
03-08,,2.8,5.8,6.0,1.4,3.6,2.9,4.1,4.5,4.2,5.8,5.9,3.7,8.2,3.6,0.4,5.5,7.0,7.6,5.5,3.3,4.8,6.4,3.9,2.81,3.63,5.8,6.94,0.4,4.5,4.65,8.2,
03-09,,3.0,5.9,5.7,1.8,3.7,2.9,4.1,5.3,4.1,5.8,5.9,3.7,8.0,3.5,0.1,5.4,7.0,7.8,5.6,3.4,5.0,6.4,4.0,2.91,3.7,5.77,6.94,0.1,5.3,5.15,8.0,
03-10,,3.1,6.1,5.5,2.2,3.8,2.8,4.1,5.3,4.0,5.8,5.9,3.7,7.5,3.5,0.0,5.9,7.0,7.8,5.7,3.6,5.0,6.4,4.0,2.83,3.73,5.87,6.94,0.0,5.3,5.15,7.8,
03-11,,3.1,6.1,5.3,2.2,3.4,2.7,4.1,5.3,4.0,5.8,5.9,3.7,8.3,3.5,0.0,6.0,7.0,7.8,5.7,3.6,5.2,6.4,4.0,2.74,3.63,5.87,6.94,0.0,5.3,5.25,8.3,
03-12,,3.1,5.9,5.3,1.9,3.2,2.5,4.0,5.3,4.0,5.8,5.8,3.9,8.7,3.4,0.0,6.0,6.9,7.8,6.4,3.6,5.4,6.4,4.0,2.56,3.69,5.87,6.85,0.0,5.3,5.3,8.7,
03-13,,3.5,5.9,5.2,2.2,3.0,1.6,4.0,5.3,4.0,5.8,5.8,3.9,8.7,3.4,0.0,6.0,6.9,7.8,6.6,3.6,5.3,6.5,4.0,2.28,3.69,5.87,6.87,0.0,5.2,5.25,8.7,
03-14,,3.5,5.5,5.1,2.3,3.1,1.0,4.0,5.3,4.3,5.7,5.6,3.8,8.7,3.2,0.0,5.8,6.9,8.0,6.6,3.6,5.2,6.5,4.7,2.38,3.66,5.67,6.87,0.0,5.1,5.15,8.7,
03-15,,3.8,5.2,5.1,2.5,3.4,0.7,4.1,5.3,4.3,5.5,5.4,3.7,8.6,2.8,0.0,5.4,6.9,8.0,6.7,3.5,5.2,6.5,5.0,2.53,3.73,5.4,6.88,0.0,5.1,5.15,8.6,
03-16,,3.8,5.1,5.0,2.6,3.4,0.0,4.1,5.3,4.4,5.4,5.0,3.2,8.5,1.5,0.0,4.9,6.9,8.0,6.7,3.5,5.1,6.6,5.0,1.61,3.59,5.24,6.88,0.0,4.9,4.95,8.5,
03-17,,4.1,4.9,4.9,2.6,3.5,0.0,4.2,5.5,4.2,6.2,4.1,3.0,8.5,1.2,0.0,4.6,6.9,8.0,6.8,3.5,5.1,6.6,5.0,1.34,3.68,5.38,6.89,0.0,4.2,4.4,8.5,
03-18,,4.1,5.0,4.7,2.7,3.5,0.0,4.3,5.6,4.0,6.2,3.6,3.0,9.5,1.2,0.3,4.4,6.8,8.0,6.9,3.5,5.3,6.6,5.0,1.35,3.53,5.51,6.89,0.0,4.3,4.35,9.5,
03-19,,4.2,5.6,4.0,2.9,3.8,0.0,4.3,5.6,4.3,6.1,3.8,3.1,9.5,1.1,0.3,3.6,6.7,8.0,7.0,3.5,5.2,6.6,5.0,1.28,3.66,5.6,6.97,0.0,4.2,4.25,9.5,
03-20,,4.2,5.6,3.5,2.9,4.2,0.0,4.4,5.5,4.3,6.1,4.1,3.1,9.5,0.8,0.3,2.6,6.7,7.9,7.1,3.4,5.2,6.7,4.8,0.98,3.43,5.57,7.06,0.0,4.2,4.25,9.5,
03-21,,4.4,5.6,3.0,3.0,4.3,0.0,4.6,5.4,4.4,5.9,4.0,3.1,9.5,0.4,0.0,2.8,6.7,7.9,7.1,4.3,5.5,6.8,4.8,0.64,3.37,5.57,7.07,0.0,4.4,4.4,9.5,
03-22,,4.4,5.6,2.8,2.9,4.3,0.0,4.6,5.2,4.5,6.0,3.9,3.3,9.4,0.2,0.0,2.8,6.7,7.9,7.1,4.3,5.5,6.8,4.8,0.46,3.48,5.57,7.07,0.0,4.4,4.45,9.4,
03-23,,4.4,5.4,2.3,2.8,4.4,0.0,4.6,5.6,4.5,6.9,3.6,3.5,9.4,0.0,0.8,2.5,6.7,7.9,7.2,4.3,5.4,6.8,4.8,0.95,3.53,5.54,7.17,0.0,4.4,4.45,9.4,
03-24,,4.4,5.3,1.7,3.1,4.5,0.0,4.6,6.0,4.5,6.8,3.2,3.5,9.5,0.0,0.8,2.4,6.7,7.9,7.3,4.8,5.5,6.8,4.8,0.89,3.29,5.85,7.25,0.0,4.5,4.55,9.5,
03-25,,4.5,5.2,0.6,3.2,4.5,0.0,4.6,6.0,4.4,6.7,3.0,3.6,9.5,0.2,0.7,2.0,6.7,7.9,7.6,4.9,5.3,8.1,5.0,0.61,3.32,5.79,7.87,0.0,4.5,4.55,9.5,
03-26,,4.5,5.2,0.0,3.5,4.5,0.0,4.6,6.1,4.3,6.7,2.4,3.6,9.4,0.1,0.9,1.8,6.7,7.9,7.8,5.2,5.2,9.5,5.0,0.18,3.53,5.83,7.89,0.0,4.5,4.55,9.5,
03-27,,4.5,6.1,0.0,3.4,4.4,0.0,4.8,6.3,4.2,6.5,2.0,3.9,10.1,0.0,0.9,1.4,6.7,7.8,7.7,5.3,5.0,10.0,5.1,0.09,3.55,6.24,7.79,0.0,4.4,4.65,10.1,
03-28,,4.5,6.9,0.0,3.4,4.4,0.0,4.8,6.0,3.9,6.3,1.4,3.8,10.4,0.0,0.7,1.1,6.6,7.7,7.7,5.2,4.7,10.0,5.1,0.07,3.52,6.21,7.7,0.0,4.4,4.6,10.4,
03-29,,4.7,6.9,0.0,2.9,4.2,0.5,4.8,6.0,3.9,6.1,0.7,3.3,10.3,0.0,0.7,0.7,6.7,7.9,7.7,5.0,4.2,10.0,5.1,0.52,3.02,6.07,7.88,0.0,4.2,4.45,10.3,5.9
03-30,,4.7,6.9,0.0,2.7,3.9,0.8,5.2,7.0,3.4,5.9,0.0,2.9,10.2,0.0,1.9,0.0,6.7,8.1,7.5,5.2,4.2,10.0,5.2,0.0,2.76,6.46,8.04,0.0,3.9,4.45,10.2,
03-31,,4.7,6.8,0.0,2.7,3.6,0.8,5.2,7.0,3.8,5.9,0.0,2.7,11.5,0.0,2.3,0.0,6.8,8.1,7.5,5.3,4.2,10.2,5.2,0.0,2.7,6.53,8.04,0.0,3.8,4.45,11.5,
04-01,,4.7,6.1,0.0,2.7,3.4,0.5,5.6,6.9,3.8,5.9,0.0,2.2,11.5,0.0,3.0,0.8,6.8,8.1,8.4,5.3,4.3,10.2,5.5,0.05,2.79,6.04,8.37,0.0,3.8,4.5,11.5,
04-02,,5.1,5.1,0.0,2.4,2.9,1.0,5.6,6.8,4.4,5.6,0.0,2.0,11.5,0.0,2.9,0.5,6.9,8.2,8.8,5.0,4.3,10.2,5.5,0.05,2.55,5.6,8.74,0.0,4.4,4.7,11.5,
04-03,,5.1,5.0,0.1,1.8,2.7,1.4,5.7,6.8,4.4,5.4,0.0,1.6,11.9,0.0,2.7,0.4,7.7,8.2,8.9,4.7,4.1,10.2,5.4,0.13,2.07,5.61,8.83,0.0,4.4,4.55,11.9,
04-04,,5.2,4.6,0.0,1.4,2.4,1.4,5.7,8.3,4.3,5.3,0.0,1.3,11.9,0.0,2.4,0.0,7.8,8.1,8.9,4.2,4.1,10.2,5.2,0.0,1.7,5.58,8.84,0.0,4.3,4.25,11.9,
04-05,,4.8,4.5,0.0,1.2,1.7,1.5,5.4,8.7,4.3,5.2,0.0,0.6,11.8,0.0,2.0,0.0,7.8,7.8,8.9,3.6,4.3,11.0,4.8,0.0,1.56,5.34,8.88,0.0,4.3,4.3,11.8,
04-06,,4.6,4.5,0.0,0.5,1.0,1.6,5.3,8.6,4.3,5.4,0.0,0.0,11.8,0.2,1.8,0.0,8.0,7.5,8.7,3.7,4.2,11.0,4.3,0.0,1.18,5.37,8.69,0.0,4.3,4.25,11.8,
04-07,,4.2,4.7,0.0,0.0,0.6,1.6,5.3,8.5,4.4,5.4,1.0,0.0,11.8,0.1,1.4,0.0,8.1,7.0,8.5,4.3,4.2,11.0,4.6,0.0,1.12,5.37,8.5,0.0,4.2,4.25,11.8,
04-08,,4.4,4.6,0.0,0.0,0.4,1.6,5.2,8.2,4.3,5.9,0.8,0.2,11.5,0.0,1.1,0.0,8.2,6.3,8.3,4.2,4.3,10.9,4.6,0.0,0.89,5.69,8.29,0.0,4.3,4.3,11.5,
04-09,,4.2,4.3,0.3,0.0,0.1,1.4,5.3,8.5,4.1,6.1,0.0,0.7,11.1,0.0,0.3,0.0,8.2,6.0,8.4,4.2,3.8,10.8,4.4,0.0,0.42,5.79,8.49,0.0,4.1,4.15,11.1,
04-10,,3.9,3.6,0.5,0.0,0.0,1.5,5.5,8.8,4.1,6.1,0.0,0.7,10.4,0.0,0.0,0.2,8.2,5.9,8.1,4.1,3.2,10.6,4.3,0.0,0.56,5.78,8.74,0.0,3.6,3.75,10.6,
04-11,,3.5,3.0,0.2,0.0,0.0,1.4,5.6,8.7,4.1,5.9,0.0,0.9,10.0,0.0,0.0,0.0,8.0,6.7,7.9,4.3,3.2,10.2,4.1,0.0,0.41,5.81,8.63,0.0,3.0,3.35,10.2,
04-12,,3.0,2.2,0.0,0.0,0.0,1.4,5.6,8.4,4.0,5.9,0.0,0.7,9.5,0.0,0.0,0.0,7.7,6.9,8.7,4.6,4.5,9.5,3.8,0.0,0.21,5.81,8.67,0.0,2.2,3.5,9.5,
04-13,,2.3,1.4,0.0,0.0,0.0,1.6,5.5,8.0,3.8,5.9,0.0,0.5,10.6,0.0,0.0,0.0,8.0,6.9,8.9,4.6,5.1,9.4,3.0,0.0,0.15,5.78,8.81,0.0,1.6,3.05,10.6,
04-14,,1.0,0.4,0.0,0.0,0.0,1.3,5.2,7.6,4.3,5.5,0.2,0.5,10.8,0.0,0.0,0.0,8.1,6.9,8.9,4.7,5.2,9.5,1.9,0.0,0.26,5.41,8.82,0.0,1.0,2.8,10.8,
04-15,,0.2,0.2,0.0,0.0,0.0,0.7,4.6,8.1,3.9,5.5,0.0,0.6,10.8,0.4,0.0,0.0,7.9,6.8,8.9,4.9,5.4,9.7,0.9,0.0,0.2,5.47,8.82,0.0,0.6,2.3,10.8,
04-16,,0.8,0.0,0.0,0.0,0.0,0.0,4.4,8.2,3.4,5.4,0.7,0.7,10.6,0.9,0.0,0.0,7.8,6.8,9.7,5.1,5.5,9.7,0.2,0.0,0.21,5.47,9.55,0.0,0.8,2.15,10.6,
04-17,,0.8,0.1,0.0,0.0,0.0,0.0,4.4,8.2,2.7,4.8,0.0,0.9,10.6,0.6,0.0,0.0,7.4,6.8,9.7,5.3,5.9,9.4,0.7,0.0,0.03,5.72,9.28,0.0,0.8,1.8,10.6,
04-18,,1.4,0.2,0.0,0.0,1.0,0.0,4.0,8.2,2.2,4.8,0.0,0.9,10.3,0.1,0.0,0.0,7.5,6.7,9.6,5.1,5.8,9.0,0.7,0.0,0.13,5.59,8.92,0.0,1.0,1.8,10.3,
04-19,,1.9,0.3,0.0,0.0,0.6,0.2,3.3,8.0,1.3,5.5,0.0,1.0,9.8,0.0,0.0,0.0,7.2,6.1,9.6,5.6,5.7,8.9,0.7,0.0,0.23,5.67,8.81,0.0,1.0,1.6,9.8,
04-20,,1.9,0.0,0.0,0.8,0.2,0.3,2.8,7.6,0.0,5.9,0.0,0.8,9.3,0.0,0.0,0.0,6.8,5.1,9.3,5.9,5.3,8.8,0.6,0.0,0.06,5.72,8.68,0.0,0.8,1.35,9.3,
